UEN	EMI	CompanyName	size_group	industry_code (M)	industry_desc (I)	SSIC2020
196500174M	6001063	EMERSON ASIA PACIFIC PRIVATE LIMITED	(4) 250 & above	F41-43	Construction	43293
196500233E	6001067	ACMA LTD.	(1) 10-24	C25,28	Fabricated Metal Products & Machinery	28223
196500310C	6001071	ZIM SINGAPORE PTE. LTD.	(2) 25-99	H50,5222,5225	Water Transport & Supporting Services	52222
196500324W	6001075	CHIN SENG HIN (PRIVATE) LIMITED	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	22121
196600054R	6001079	SINGA PLASTICS LIMITED	(3) 100-249	N82	Office Administrative and Business Support	82999
196600065Z	6001081	UES HOLDINGS PTE. LTD.	(4) 250 & above	F41-43	Construction	42201
196600175G	6001087	RUBINA WATCH COMPANY (PRIVATE) LIMITED	(2) 25-99	G46	Wholesale Trade	46423
196600200W	6001089	PAN SEAS ENTERPRISES PRIVATE LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	10750
196600213D	6001093	YAMAHA MUSIC (ASIA) PRIVATE LIMITED	(4) 250 & above	G47	Retail Trade	47620
196600239N	6001099	3M SINGAPORE PTE. LTD.	(3) 100-249	Cothers	Other Manufacturing Industries	32909
196600262R	6001101	OCBC SECURITIES PRIVATE LIMITED	(3) 100-249	K64 & 66 (excl. 662)	Financial Services	66121
196600289W	6001105	GETRONICS SOLUTIONS (S) PTE LTD	(2) 25-99	N82	Office Administrative and Business Support	82999
196600294R	6001107	SINGAPORE SHIPPING AGENCIES PTE. LTD.	(2) 25-99	H50,5222,5225	Water Transport & Supporting Services	52222
196600305G	6001111	BRISTOL-MYERS SQUIBB (SINGAPORE) PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46461
196600314H	6001113	MEIJI SEIKA (SINGAPORE) PRIVATE LIMITED	(4) 250 & above	C10-12	Food, Beverages & Tobacco	10711
196600371M	6001115	YUN ONN COMPANY (PRIVATE) LIMITED	unknown	F41-43	Construction	41009
196600395C	6001117	UNIVERSAL MUSIC PTE LTD	(2) 25-99	J58-61	Telecommunications, Broadcasting & Publishing	59201
196600436K	6001123	BP SINGAPORE PTE. LIMITED	(4) 250 & above	G46	Wholesale Trade	46610
196600442Z	6001125	MEGASTAR SHIPPING PTE LTD	(2) 25-99	H50,5222,5225	Water Transport & Supporting Services	52222
196700029R	6001131	UNION BOOK COMPANY (PRIVATE) LIMITED	(1) 10-24	G47	Retail Trade	47610
196700080N	6001133	PACIFIC INTERNATIONAL LINES (PRIVATE) LIMITED	(4) 250 & above	H50,5222,5225	Water Transport & Supporting Services	50021
196700126W	6001139	CYC COMPANY PTE. LTD.	(2) 25-99	G47	Retail Trade	47711
196700135Z	6001141	ROXY-PACIFIC HOLDINGS PTE. LTD.	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	64202
196700147N	6001143	SEATRIUM NEW ENERGY LIMITED	(4) 250 & above	C29-30	Transport Equipment	30110
196700168K	6001145	THONG SIA COMPANY (SINGAPORE) PRIVATE LIMITED	(2) 25-99	G46	Wholesale Trade	46423
196700186N	6116877	INCHCAPE MOTORS PRIVATE LIMITED	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
196700192D	6001149	MARKONO PRINT MEDIA PTE LTD	(3) 100-249	C17,18,22	Paper, Plastic Products & Printing	18112
196700197W	6001151	NESTLE SINGAPORE (PTE) LTD	(4) 250 & above	G46	Wholesale Trade	46303
196700214W	6001153	SWISS SCHOOL IN SINGAPORE	(2) 25-99	O84,P85	Public Administration and Education	85230
196700221W	6001155	SIEGWERK SINGAPORE PTE. LTD.	unknown	C19-21	Petroleum, Chemical & Pharmaceutical Products	20294
196700287Z	6001157	CHAN BROTHERS TRAVEL (PTE) LIMITED	(3) 100-249	N79	Travel & Tour Agencies	79102
196700328H	6001161	TIMES PRINTERS PRIVATE LIMITED	unknown	C17,18,22	Paper, Plastic Products & Printing	18112
196700378M	6001167	TAT HONG PLANT LEASING PTE. LTD.	(2) 25-99	N77	Rental & Leasing	77392
196700385M	6001169	ELECTRONICS & ENGINEERING (PTE) LIMITED	(3) 100-249	G46	Wholesale Trade	46436
196700390K	6001173	F&N FOODS PTE LTD	(4) 250 & above	C10-12	Food, Beverages & Tobacco	10501
196700412E	6001179	NEW CONTINENT ENTERPRISES (PRIVATE) LIMITED	(1) 10-24	G46	Wholesale Trade	46221
196700442D	6001183	CARGILL INTERNATIONAL TRADING PTE LTD	(3) 100-249	G46	Wholesale Trade	46900
196700473M	6001189	TAI KUANG HANG COMPANY PRIVATE LIMITED	(1) 10-24	N82	Office Administrative and Business Support	82199
196700511H	6001199	FAR EAST ORCHARD LIMITED	(2) 25-99	L68	Real Estate Services	68101
196800008D	6001201	LIAN HONG PRIVATE LIMITED	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64929
196800028H	6001207	HOTEL MIRAMAR (SINGAPORE) LIMITED	(3) 100-249	I55	Accommodation	55101
196800039M	6001209	HOWDEN INSURANCE BROKERS (S.) PTE. LIMITED	(3) 100-249	K65 & 662	Insurance Services	66222
196800040G	6001211	HUP SENG HUAT LAND PTE LTD	unknown	Hothers	Other Transport & Storage Services	52101
196800047D	6001213	SUTL CORPORATION PTE LTD	(3) 100-249	G46	Wholesale Trade	46308
196800058G	6001215	YIT HONG PRIVATE LIMITED	(1) 10-24	G46	Wholesale Trade	46900
196800064R	6001217	TIMES PUBLISHING LIMITED	(3) 100-249	K64 & 66 (excl. 662)	Financial Services	64202
196800086D	6001219	KIAN GWAN ENGINEERING PRIVATE LIMITED	(0) E1	F41-43	Construction	43305
196800129N	6001227	DIAGEO SINGAPORE PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46307
196800180M	6001231	ST ENGINEERING MARINE LTD.	(4) 250 & above	C29-30	Transport Equipment	30110
196800189K	6001235	SUNWARD PHARMACEUTICAL PRIVATE LIMITED	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
196800202G	6001237	SINGAPORE POOLS (PRIVATE) LIMITED.	(4) 250 & above	R90-93	Arts, Entertainment and Recreation	92001
196800216D	6001241	TRIUMPH INTERNATIONAL (S) PRIVATE LIMITED	(3) 100-249	N82	Office Administrative and Business Support	82999
196800226R	6001245	INTERASIAN ENGINEERING PTE LTD	(0) E1	F41-43	Construction	41009
196800243H	6001247	HOTEL GRAND CENTRAL LIMITED	(2) 25-99	I55	Accommodation	55101
196800280G	6001253	GB YACHTS PTE. LTD.	(1) 10-24	S,T,U	Other Community, Social & Personal Services	96099
196800298G	6001257	HOTEL ROYAL LIMITED	(3) 100-249	I55	Accommodation	55101
196800306E	6001259	DBS BANK LTD.	(4) 250 & above	K64 & 66 (excl. 662)	Financial Services	64120
196800312N	6001261	EXXONMOBIL ASIA PACIFIC PTE. LTD.	(4) 250 & above	C19-21	Petroleum, Chemical & Pharmaceutical Products	19201
196800338E	6001263	HILTI FAR EAST PTE LTD	(3) 100-249	G46	Wholesale Trade	46900
196800343D	6001265	CODAR (PTE) LIMITED	(2) 25-99	N82	Office Administrative and Business Support	82999
196800344N	6001267	ROLEX SINGAPORE PRIVATE LIMITED	(3) 100-249	G46	Wholesale Trade	46423
196800351N	6001269	KEPPEL LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64202
196800390N	6001273	GUTHRIE GTS PTE. LTD.	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
196800391E	6001275	FAR EAST MANAGEMENT (PRIVATE) LIMITED	(4) 250 & above	M69-70	Legal, Accounting & Management Services	70201
196800397K	6001277	LUEN WAH MEDICAL COMPANY (SINGAPORE) PRIVATE LIMITED	(1) 10-24	G46	Wholesale Trade	46461
196800448M	6001279	MATSUSHITA GREATWALL CORPORATION PRIVATE LIMITED	(3) 100-249	Cothers	Other Manufacturing Industries	13921
196800485K	6001285	TRIPARTITE DEVELOPERS PTE. LIMITED	(0) E1	L68	Real Estate Services	68101
196800531W	6001293	BOARDROOM CORPORATE & ADVISORY SERVICES PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70209
196800563W	6001297	KEIO-SCA INTERNATIONAL (PTE.) LIMITED	(1) 10-24	N79	Travel & Tour Agencies	79102
196800577N	6001299	CERTACT ENGINEERING PTE. LTD.	(3) 100-249	C25,28	Fabricated Metal Products & Machinery	28223
196800605W	6001301	MAYBEV PTE. LTD.	(2) 25-99	G46	Wholesale Trade	46900
196800607Z	6001303	DAIKIN AIRCONDITIONING (SINGAPORE) PTE. LTD.	(4) 250 & above	G46	Wholesale Trade	46435
196800630C	6001307	HIAP TECK METAL CO. (1968 PTE) LIMITED	(2) 25-99	N82	Office Administrative and Business Support	82999
196900028M	6001317	SANDVIK SOUTH EAST ASIA PTE LTD	(2) 25-99	G46	Wholesale Trade	46900
196900043D	6001321	KWONG LEE ENGINEERING PRIVATE LIMITED	unknown	C25,28	Fabricated Metal Products & Machinery	25113
196900057Z	6001329	MTQ CORPORATION LIMITED	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	64202
196900074M	6001331	YORK HOTEL (PRIVATE) LIMITED	(3) 100-249	I55	Accommodation	55101
196900084E	6001333	ST ENGINEERING URBAN SOLUTIONS LTD.	(4) 250 & above	C26	Electronic & Computer Products	26304
196900092R	6001335	JARDINE CYCLE & CARRIAGE LIMITED	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	64202
196900101E	6001337	SOMERVILLE (SINGAPORE) PRIVATE LIMITED	(2) 25-99	G46	Wholesale Trade	46593
196900108C	6001339	NCH SINGAPORE PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46649
196900111W	6001341	MAMMOET (S) PTE LTD	(2) 25-99	H49,5221	Land Transport & Supporting Services	49233
196900113Z	6001343	CPM/PACIFIC (PRIVATE) LIMITED	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28223
196900126E	6001345	JEBSEN & JESSEN PACKAGING (S) PTE. LTD.	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	22219
196900130M	6001347	TUAN SING HOLDINGS LIMITED	unknown	K64 & 66 (excl. 662)	Financial Services	64202
196900181G	6001349	LEIGHTON CONTRACTORS (MECHANICAL & ENGINEERING) PTE. LTD.	(0) E1	A,B,D,E,V	Others	38200
196900192K	6001351	HONEST TRADING COMPANY (PRIVATE) LIMITED	unknown	G46	Wholesale Trade	46900
196900209G	6001353	LOW KENG HUAT (SINGAPORE) LIMITED	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	64202
196900233Z	6001355	BOUSTEAD SERVICES PTE. LTD.	(1) 10-24	M69-70	Legal, Accounting & Management Services	70209
196900236M	6001357	STMICROELECTRONICS PTE LTD	(4) 250 & above	C26	Electronic & Computer Products	26122
196900236M	6001359	STMICROELECTRONICS PTE LTD	(4) 250 & above	C26	Electronic & Computer Products	26122
196900250M	6001361	MUN SIONG ENGINEERING LIMITED	(4) 250 & above	C25,28	Fabricated Metal Products & Machinery	28300
196900255G	6001363	HOCK LIAN SENG INFRASTRUCTURE PTE. LTD.	(4) 250 & above	F41-43	Construction	42909
196900269D	6001369	SETSCO SERVICES PTE LTD	(4) 250 & above	M71	Architectural & Engineering Services	71200
196900282M	6001371	BONVESTS HOLDINGS LIMITED	unknown	K64 & 66 (excl. 662)	Financial Services	64202
196900291N	6001373	SINGAPORE PETROLEUM COMPANY LIMITED	(3) 100-249	G46	Wholesale Trade	46610
196900340N	6001377	SINGAPURA FINANCE LTD	(2) 25-99	K64 & 66 (excl. 662)	Financial Services	64150
196900367R	6001379	OCEANEERING INTERNATIONAL PTE LTD	(1) 10-24	A,B,D,E,V	Others	9002
196900383W	6001381	SIN HIN HANG TRANSPORTATION PTE LTD	(2) 25-99	H49,5221	Land Transport & Supporting Services	49231
196900413D	6001387	PROCTER & GAMBLE (SINGAPORE) PTE LTD	(2) 25-99	G46	Wholesale Trade	46424
196900424G	6001393	CENTRAL MERCANTILE CORPORATION (S) LTD.	(1) 10-24	G46	Wholesale Trade	46900
196900499K	6001403	SINGAPORE LIFE LTD.	(4) 250 & above	K65 & 662	Insurance Services	65110
196900505G	6001405	SINGAPORE WAREHOUSE COMPANY (PRIVATE) LTD.	(0) E1	K64 & 66 (excl. 662)	Financial Services	64202
196900506W	6001407	SUMMIT GAS SYSTEMS PTE. LTD.	(2) 25-99	G47	Retail Trade	47762
196900543R	6001411	K+S ASIA PACIFIC PTE. LTD.	(1) 10-24	G46	Wholesale Trade	46900
196900604K	6001417	CREDIT SUISSE SECURITIES (SINGAPORE) PTE. LIMITED	unknown	K64 & 66 (excl. 662)	Financial Services	66121
196900607D	6001419	SAGA FOODSTUFFS MANUFACTURING (PRIVATE) LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	10740
196900610Z	6001421	SIGNIFY SINGAPORE PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46433
196900624R	6001425	MALAYSIAN FEEDMILLS FARMS PRIVATE LIMITED	(1) 10-24	A,B,D,E,V	Others	03202
196900654N	6001429	STANDARD PHOTO (PRIVATE) LIMITED	(2) 25-99	G47	Retail Trade	47752
196900691M	6001433	NEW FOUNTAIN REALTY (PRIVATE) LIMITED.	unknown	L68	Real Estate Services	68101
196900725C	6001437	TAI THONG LEE TRADING (PRIVATE) LIMITED	(1) 10-24	G46	Wholesale Trade	46561
196900731K	6001439	CHUA CHUAN LEONG & SONS PTE. LTD.	(1) 10-24	H49,5221	Land Transport & Supporting Services	49231
196900743E	6001441	SLAB SERVICES PRIVATE LIMITED	(2) 25-99	M69-70	Legal, Accounting & Management Services	70209
197000026D	6001447	SINBOR COMPANY (PRIVATE) LIMITED	(1) 10-24	F41-43	Construction	41009
197000079Z	6001449	ABBOTT LABORATORIES (SINGAPORE ) PRIVATE LIMITED	(4) 250 & above	G46	Wholesale Trade	46461
197000137C	6001451	HP SINGAPORE (PRIVATE) LIMITED	(4) 250 & above	C26	Electronic & Computer Products	26203
197000145M	6001453	AICA SINGAPORE PTE. LTD.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	20119
197000148E	6001455	GE HEALTHCARE TECHNOLOGIES PACIFIC PRIVATE LIMITED	unknown	G46	Wholesale Trade	46592
197000149R	6001457	CARRIER TRANSICOLD PTE. LTD.	(4) 250 & above	C25,28	Fabricated Metal Products & Machinery	28191
197000157G	6001459	PAN-WEST (PRIVATE) LIMITED	(1) 10-24	G47	Retail Trade	47630
197000207W	6001461	SOIL INVESTIGATION PTE. LIMITED	(3) 100-249	F41-43	Construction	43121
197000222H	6001463	AVENTIS PHARMA MANUFACTURING PTE LTD	(3) 100-249	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
197000245G	6001467	OILFIELD INTERNATIONAL EQUIPMENT AND SUPPLIES, PTE. LTD.	(1) 10-24	Hothers	Other Transport & Storage Services	52101
197000275E	6001475	ORIENT GOLDSMITHS & JEWELLERS (PRIVATE) LIMITED	(1) 10-24	G47	Retail Trade	47731
197000288K	6001479	BAN HOCK HIN COMPANY PRIVATE LIMITED	(2) 25-99	C29-30	Transport Equipment	30920
197000334W	6001483	ABB PTE. LTD.	(4) 250 & above	G46	Wholesale Trade	46541
197000336Z	6001485	ISLAND CONCRETE (PRIVATE) LIMITED	(3) 100-249	Cothers	Other Manufacturing Industries	23951
197000395E	9996465	KIAN AN REALTY LIMITED	unknown	K64 & 66 (excl. 662)	Financial Services	64202
197000400K	6001493	UE PARK AVENUE INTERNATIONAL PTE. LTD.	(3) 100-249	L68	Real Estate Services	68102
197000449Z	9996457	PEIGUAN DEVELOPMENT (PRIVATE) LIMITED	unknown	L68	Real Estate Services	68101
197000469E	6001499	PERPETUAL CONTRACTORS PRIVATE LIMITED	(1) 10-24	F41-43	Construction	73100
197000473M	6001501	ELECTROLUX S.E.A. PRIVATE LIMITED.	(3) 100-249	G46	Wholesale Trade	46435
197000498M	6001505	CWT PTE. LIMITED	(2) 25-99	Hothers	Other Transport & Storage Services	52101
197000515M	6001507	OVERSEAS EMPORIUM (PRIVATE) LIMITED	(2) 25-99	G47	Retail Trade	47101
197000546C	6001511	MOUNT FABER LEISURE GROUP PTE. LTD.	(4) 250 & above	R90-93	Arts, Entertainment and Recreation	93209
197000567W	6001517	CHIN WAH PAINTS PRIVATE LIMITED	(2) 25-99	G46	Wholesale Trade	46634
197000572R	6001519	CHUAN HUP HOLDINGS LIMITED	(1) 10-24	K64 & 66 (excl. 662)	Financial Services	64202
197000575H	6001521	HOTEL BENCOOLEN COMPANY (PRIVATE) LIMITED	(2) 25-99	I55	Accommodation	47719
197000594D	6001523	SEATRIUM ENERGY (AMERICAS) PTE. LTD.	unknown	C29-30	Transport Equipment	30110
197000609W	6001525	FRP PRODUCTS CO., PTE. LTD.	(4) 250 & above	N82	Office Administrative and Business Support	82999
197000648W	6001531	JOHN CHEN (PRIVATE) LIMITED	(2) 25-99	G46	Wholesale Trade	46900
197000667M	6001533	INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD	(4) 250 & above	C26	Electronic & Computer Products	26113
197000690N	6001543	C & P HOLDINGS PTE LTD	(2) 25-99	H49,5221	Land Transport & Supporting Services	49231
197000723M	6001551	DHL GLOBAL FORWARDING (SINGAPORE) PTE. LTD.	(4) 250 & above	Hothers	Other Transport & Storage Services	52292
197000825H	6001561	UNITED WORLD COLLEGE OF SOUTH EAST ASIA	(4) 250 & above	O84,P85	Public Administration and Education	85230
197000827K	6001563	LUM CHANG BUILDING CONTRACTORS PTE LTD.	(4) 250 & above	F41-43	Construction	41001
197000829M	6001565	PLAZA DEVELOPMENT (PTE) LIMITED	(0) E1	L68	Real Estate Services	68101
197000837D	6001567	JUAN KUANG (PRIVATE) LIMITED	(2) 25-99	F41-43	Construction	43210
197000890D	6001573	NEW PROSPERITY ELECTRICAL (PTE) LIMITED	(2) 25-99	G46	Wholesale Trade	46522
197000896H	6001577	CEMENTAID (S.E.A.) PTE LTD	(2) 25-99	Cothers	Other Manufacturing Industries	23940
197000900D	6001579	BEACONS PHARMACEUTICALS PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46461
197000904G	6001581	MCCORMICK INGREDIENTS SOUTHEAST ASIA PRIVATE LIMITED	(2) 25-99	G46	Wholesale Trade	46222
197000912W	6001583	TIAN SAN SHIPPING (PRIVATE) LIMITED	(3) 100-249	H50,5222,5225	Water Transport & Supporting Services	50014
197000914Z	6001585	SCHENKER SINGAPORE (PTE) LTD	(4) 250 & above	Hothers	Other Transport & Storage Services	52292
197000924M	6001587	BEECHAM PHARMACEUTICALS (PTE) LTD.	(3) 100-249	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
197001007E	9996397	FAR EAST ORGANIZATION CENTRE PTE. LTD.	unknown	L68	Real Estate Services	68101
197001016G	9996395	KOWA HOLDINGS ASIA PTE. LTD.	unknown	K64 & 66 (excl. 662)	Financial Services	64202
197001041K	6001593	PACIFIC PACKAGING (FAR EAST) PTE LTD	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	22213
197001048G	6001595	BESLEY & PIKE (SINGAPORE) PTE. LTD.	(1) 10-24	C17,18,22	Paper, Plastic Products & Printing	18112
197001116C	6001597	SINGAPORE ENGINEERING & CONSTRUCTION PTE. LTD.	(3) 100-249	F41-43	Construction	41009
197001177H	6001603	ISETAN (SINGAPORE) LIMITED	(4) 250 & above	G47	Retail Trade	47103
197100001G	6001613	SOUTH VALLEY ENTERPRISE LIMITED	(1) 10-24	G46	Wholesale Trade	46434
197100043Z	6001615	GREENLAND PLASTICS INDUSTRIES (SINGAPORE) PRIVATE LIMITED	(2) 25-99	C17,18,22	Paper, Plastic Products & Printing	22214
197100104N	6001619	SINGAPORE ZOOLOGICAL GARDENS	(4) 250 & above	R90-93	Arts, Entertainment and Recreation	91030
197100141M	6001623	SINGAPORE TAKADA INDUSTRIES PRIVATE LIMITED	(3) 100-249	F41-43	Construction	41001
197100230D	6001629	HART ENGINEERING (PRIVATE) LIMITED	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	25111
197100243H	6001631	JOHN CRANE SINGAPORE PTE LTD	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28300
197100263N	6001635	ST ENGINEERING LAND SYSTEMS LTD.	(4) 250 & above	C29-30	Transport Equipment	30400
197100300Z	6001639	HIAP SENG ENGINEERING LTD	(4) 250 & above	F41-43	Construction	41001
197100308G	6001643	MCCONNELL DOWELL SOUTH EAST ASIA PRIVATE LIMITED	(3) 100-249	F41-43	Construction	41009
197100313E	6001645	DOVER COURT INTERNATIONAL SCHOOL (PTE.) LTD.	(4) 250 & above	O84,P85	Public Administration and Education	85230
197100367M	6001649	DREW AMEROID (SINGAPORE) PTE. LIMITED.	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	20293
197100368D	6001651	HOTEL SUPREME PRIVATE LIMITED	(1) 10-24	I55	Accommodation	55101
197100402R	6001657	KLENCO (SINGAPORE) PRIVATE LIMITED	(2) 25-99	C19-21	Petroleum, Chemical & Pharmaceutical Products	20119
197100435G	6001659	METHOD ENGINEERING PRIVATE LIMITED.	(2) 25-99	C25,28	Fabricated Metal Products & Machinery	28300
197100446K	6001663	ENGTEK (PTE) LTD.	(2) 25-99	G46	Wholesale Trade	46551
197100476H	6001665	UNISYS SINGAPORE PTE LTD	(2) 25-99	J62-63	IT & Other Information Services	62021
197100521E	6001671	LEICA INSTRUMENTS (SINGAPORE) PTE LIMITED	(4) 250 & above	N82	Office Administrative and Business Support	82999
197100559K	6001673	BEAM SUNTORY ASIA PTE. LTD.	(3) 100-249	G46	Wholesale Trade	46307
197100583D	6001677	JURONG MARINE COLD STORAGE (PRIVATE) LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	11043
197100592E	6001679	UNILEVER SINGAPORE PTE. LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	10764
197100630C	6001683	LUEN FOOK MEDICINE CO. (PTE) LTD.	(1) 10-24	C19-21	Petroleum, Chemical & Pharmaceutical Products	21022
197100638H	9996333	GRANDSEA PTE. LIMITED	(1) 10-24	G46	Wholesale Trade	46302
197100653Z	6001685	JOTUN (SINGAPORE) PTE LTD	(3) 100-249	G46	Wholesale Trade	46634
197100693K	6001689	CHEE SENG OIL FACTORY (PRIVATE) LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	10401
197100729C	6001691	AIG APAC HOLDINGS PTE. LTD.	(2) 25-99	M69-70	Legal, Accounting & Management Services	70101
197100747E	6001693	ISLAND LANDSCAPE AND NURSERY PTE LIMITED	(3) 100-249	N81	Cleaning and Landscaping	81300
197100756G	6001695	SEA HERCULES CRANES PTE. LTD.	(1) 10-24	C29-30	Transport Equipment	30110
197100813W	6001701	LIAN SENG HIN TRADING CO (PTE) LTD	(2) 25-99	G46	Wholesale Trade	46900
197100829R	6001705	SWISS PRECISION INDUSTRIES PTE. LTD.	(3) 100-249	C25,28	Fabricated Metal Products & Machinery	25997
197100868R	6001711	STARLIGHT ADVERTISING (PTE) LTD.	unknown	M72-75	Other Professional Services	73100
197100909E	6001713	KOSE SINGAPORE PTE LTD	(2) 25-99	G46	Wholesale Trade	46424
197100916E	6001715	LETAT AGENCIES (PTE.) LIMITED	(2) 25-99	G46	Wholesale Trade	46900
197100922N	6001717	CBM PTE. LTD.	(4) 250 & above	L68	Real Estate Services	68209
197100968K	6001719	NANYANG PLASTICS (PRIVATE) LIMITED	(1) 10-24	C17,18,22	Paper, Plastic Products & Printing	22213
197100988R	6001723	T. & C. MANUFACTURING COMPANY PRIVATE LIMITED	(2) 25-99	C10-12	Food, Beverages & Tobacco	10732
197101071M	6001731	PEOPLE'S CONSTRUCTION PRIVATE LIMITED	(0) E1	F41-43	Construction	41001
197101072D	6001733	SOUTH EAST ASIA HOTEL (PRIVATE) LIMITED	(2) 25-99	I55	Accommodation	55101
197101116E	6001739	SANKYU (SINGAPORE) PTE LTD	(4) 250 & above	H50,5222,5225	Water Transport & Supporting Services	52222
197101137C	6001741	FAR OCEAN SEA PRODUCTS (PRIVATE) LIMITED	(1) 10-24	C10-12	Food, Beverages & Tobacco	10200
197101150K	6001747	NGEE CHENG ELECTRIC COMPANY (PRIVATE) LIMITED	(3) 100-249	F41-43	Construction	43210
197101241D	6001755	ASIATIC ENGINEERING (PRIVATE) LIMITED	(3) 100-249	G46	Wholesale Trade	46541
197101303H	6001763	WING SENG LOGISTICS PTE LTD	(2) 25-99	H49,5221	Land Transport & Supporting Services	52219
197101412E	6001773	CRAWFORD & COMPANY INTERNATIONAL PTE LTD	(2) 25-99	K65 & 662	Insurance Services	66299
197101440C	6001775	NTN BEARING-SINGAPORE (PTE) LTD	(2) 25-99	G46	Wholesale Trade	46900
197101444E	9996219	VANDAR DEVELOPMENT CO. (PTE) LTD.	unknown	L68	Real Estate Services	68201
197200024H	6001783	CATHAY PHOTO STORE (PRIVATE) LIMITED	(2) 25-99	G47	Retail Trade	47752
197200046R	6001787	TREND TECHNOLOGIES SINGAPORE PTE. LTD.	(3) 100-249	C25,28	Fabricated Metal Products & Machinery	28300
